"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
1089, -4.208521578526796e-03, 3.228591307813881e-04, 1.138570075408866e+00, 7.823879781169636e+01, -4.711945303322660e-02, 2.458922788592024e+05, 9.728164848601379e+04, 2.976469943562008e+02, 1.986839960801022e-01, 1.995406168487381e-01, 1.834761135501818e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1090, -4.208521578526803e-03, 2.906472100822281e-04, 1.138569646843380e+00, 7.823739105413706e+01, -5.439794270364715e-02, 2.458920545623999e+05, 9.728159689953450e+04, 2.976469485563813e+02, 1.986805257443567e-01, 1.995215724771958e-01, 1.834760917958061e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1091, -4.208521578526796e-03, 2.608497908198464e-04, 1.138569182182158e+00, 7.823578983527855e+01, -6.134217676169049e-02, 2.458918064542596e+05, 9.728154108728089e+04, 2.976468992633770e+02, 1.986765700963658e-01, 1.995009680608980e-01, 1.834760683822070e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1092, -4.208521578526789e-03, 2.332193360865296e-04, 1.138568689211928e+00, 7.823322860570303e+01, -6.798809696089218e-02, 2.458914857065444e+05, 9.728148256762937e+04, 2.976468490872507e+02, 1.986701826776582e-01, 1.994793641444941e-01, 1.834760445491332e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1093, -4.208521578526796e-03, 2.075263106576511e-04, 1.138568169116235e+00, 7.822846359098254e+01, -7.437710834476691e-02, 2.458910109090408e+05, 9.728142295911945e+04, 2.976468026707524e+02, 1.986582031206156e-01, 1.994573582502006e-01, 1.834760225018372e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1094, -4.208521578526796e-03, 1.835572741674993e-04, 1.138567616304315e+00, 7.822013699300018e+01, -8.053807614209207e-02, 2.458902930562176e+05, 9.728136395707357e+04, 2.976467666625237e+02, 1.986371820143837e-01, 1.994355762464849e-01, 1.834760053983467e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1095, -4.208521578526796e-03, 1.611131079903401e-04, 1.138567030182762e+00, 7.820783374833441e+01, -8.645128079071859e-02, 2.458893078862041e+05, 9.728130723143330e+04, 2.976467463271430e+02, 1.986060634628918e-01, 1.994146346318540e-01, 1.834759957392767e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1096, -4.208521578526796e-03, 1.400073610968832e-04, 1.138566447916249e+00, 7.819403344616957e+01, -9.199144163829082e-02, 2.458882295508345e+05, 9.728125431638377e+04, 2.976467366430271e+02, 1.985711389534481e-01, 1.993950997871159e-01, 1.834759911394337e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1097, -4.208521578526796e-03, 1.200647011445752e-04, 1.138565994033769e+00, 7.818699036887905e+01, -9.684979424780839e-02, 2.458876277707095e+05, 9.728120648709188e+04, 2.976467089570837e+02, 1.985533566040275e-01, 1.993774424703554e-01, 1.834759779889309e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1098, -4.208521578526796e-03, 1.011194579345057e-04, 1.138565918745602e+00, 7.820432697663379e+01, -1.004381220134352e-01, 2.458887148096054e+05, 9.728116484238509e+04, 2.976466012207525e+02, 1.985974428649606e-01, 1.993620683397682e-01, 1.834759268154141e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1099, -4.208521578526796e-03, 8.301424713486473e-05, 1.138566549948656e+00, 7.827671598187300e+01, -1.017744516076831e-01, 2.458935993222857e+05, 9.728112941166104e+04, 2.976463278045868e+02, 1.987812576587772e-01, 1.993489882481983e-01, 1.834757969458432e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1100, -4.208521578526796e-03, 6.559866283782735e-05, 1.138568114026083e+00, 7.844991909549039e+01, -9.936187311331510e-02, 2.459054420752842e+05, 9.728109971174817e+04, 2.976458280496722e+02, 1.992209864938199e-01, 1.993380238214109e-01, 1.834755595677896e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1101, -4.208521578526796e-03, 4.872802808848394e-05, 1.138570197147283e+00, 7.878002179240438e+01, -9.102345906864856e-02, 2.459281219051212e+05, 9.728105684688471e+04, 2.976451523275390e+02, 2.000591055573214e-01, 1.993221992410679e-01, 1.834752386069471e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1102, -4.208521578526796e-03, 3.226219300605699e-05, 1.138571578305045e+00, 7.930578733048496e+01, -7.393100769280167e-02, 2.459644100948616e+05, 9.728097387986514e+04, 2.976445374165328e+02, 2.013941855335514e-01, 1.992915699992909e-01, 1.834749465304370e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1103, -4.208521578526796e-03, 1.606437051299843e-05, 1.138567804359607e+00, 7.996055822351556e+01, -4.445020813045618e-02, 2.460091908671436e+05, 9.728056486895413e+04, 2.976442725724594e+02, 2.030576591353419e-01, 1.991405739270183e-01, 1.834748207320899e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1104, -4.208521578526793e-03, 0.000000000000000e+00, 1.138559802789033e+00, 8.041689408305487e+01, -2.636289911528935e-03, 2.460396778159960e+05, 9.727989621404439e+04, 2.976443184939316e+02, 2.042178996125351e-01, 1.988937241184733e-01, 1.834748425443444e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1105, -3.082811219874055e-03, 3.000000000000000e-02, 1.138306260152126e+00, 7.872863461850775e+01, 1.733058501807794e-01, 2.458478137866621e+05, 9.725009909694419e+04, 2.976194251889100e+02, 1.999839607976301e-01, 1.878934120826541e-01, 1.834630182259270e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1106, -3.082811219874054e-03, 2.738738867686237e-02, 1.138312345464764e+00, 7.871861829921819e+01, 1.738972423374400e-01, 2.458489232608021e+05, 9.725082575658063e+04, 2.976200579645188e+02, 1.999572395732611e-01, 1.881616757109019e-01, 1.834633188002520e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1107, -3.082811219874061e-03, 2.500229334911766e-02, 1.138318663911816e+00, 7.870812553381100e+01, 1.754869950268477e-01, 2.458500721647827e+05, 9.725158148871860e+04, 2.976207187499652e+02, 1.999292637531576e-01, 1.884406721421751e-01, 1.834636326791803e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1108, -3.082811219874054e-03, 2.282490024977981e-02, 1.138324876709441e+00, 7.869780797924979e+01, 1.778810214895395e-01, 2.458512021205424e+05, 9.725232460229530e+04, 2.976213685341136e+02, 1.999017602964627e-01, 1.887150101324655e-01, 1.834639413320648e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1109, -3.082811219874054e-03, 2.083712106220785e-02, 1.138331029130146e+00, 7.868758928910019e+01, 1.809368499943074e-01, 2.458523211926009e+05, 9.725306048647781e+04, 2.976220119729986e+02, 1.998745251012019e-01, 1.889866792205424e-01, 1.834642469705739e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1110, -3.082811219874061e-03, 1.902244265454322e-02, 1.138337205452123e+00, 7.867732833854851e+01, 1.845438762886856e-01, 2.458534446339713e+05, 9.725379923078921e+04, 2.976226579086085e+02, 1.998471814634653e-01, 1.892594041929866e-01, 1.834645537947242e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1111, -3.082811219874061e-03, 1.736578989972258e-02, 1.138343478374117e+00, 7.866690528309051e+01, 1.886123420101660e-01, 2.458545857194780e+05, 9.725454953077334e+04, 2.976233139441027e+02, 1.998194093095162e-01, 1.895363952159126e-01, 1.834648654160627e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1112, -3.082811219874054e-03, 1.585340044146649e-02, 1.138349908556803e+00, 7.865621912081100e+01, 1.930658105775222e-01, 2.458557554622398e+05, 9.725531864243980e+04, 2.976239864243701e+02, 1.997909390381173e-01, 1.898203310172537e-01, 1.834651848484345e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1113, -3.082811219874054e-03, 1.447271036588466e-02, 1.138356546374101e+00, 7.864518553186493e+01, 1.978348980160201e-01, 2.458569629806810e+05, 9.725611259119862e+04, 2.976246806175859e+02, 1.997615456199158e-01, 1.901134360199307e-01, 1.834655145942262e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1114, -3.082811219874054e-03, 1.321224982893384e-02, 1.138363434575876e+00, 7.863373217996524e+01, 2.028531153734104e-01, 2.458582159631491e+05, 9.725693649064258e+04, 2.976254009946302e+02, 1.997310360699824e-01, 1.904175980279270e-01, 1.834658567770931e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1115, -3.082811219874054e-03, 1.206154777267194e-02, 1.138370609943699e+00, 7.862179607353092e+01, 2.080539012015317e-01, 2.458595209757158e+05, 9.725779474055592e+04, 2.976261514021602e+02, 1.996992423714333e-01, 1.907344413258809e-01, 1.834662132241702e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1116, -3.082811219874054e-03, 1.101104493875492e-02, 1.138378104439016e+00, 7.860932210239288e+01, 2.133688230172090e-01, 2.458608837010457e+05, 9.725869116425882e+04, 2.976269351827399e+02, 1.996660174989686e-01, 1.910653773830517e-01, 1.834665855231357e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1117, -3.082811219874054e-03, 1.005201445655112e-02, 1.138385945874402e+00, 7.859626280654932e+01, 2.187268432162519e-01, 2.458623091210785e+05, 9.725962908888843e+04, 2.976277552450268e+02, 1.996312346795042e-01, 1.914116344909793e-01, 1.834669750555501e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1118, -3.082811219874054e-03, 9.176489346172654e-03, 1.138394158013707e+00, 7.858257925259322e+01, 2.240543984083168e-01, 2.458638016069146e+05, 9.726061135736713e+04, 2.976286140742262e+02, 1.995947895929869e-01, 1.917742621818525e-01, 1.834673830018230e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1119, -3.082811219874054e-03, 8.377196334167636e-03, 1.138402759864266e+00, 7.856824279436975e+01, 2.292757703632683e-01, 2.458653648300643e+05, 9.726164024373838e+04, 2.976295136580712e+02, 1.995566049926193e-01, 1.921540999727058e-01, 1.834678103060538e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1120, -3.082811219874054e-03, 7.647495432058811e-03, 1.138411763975727e+00, 7.855323722552558e+01, 2.343130786368875e-01, 2.458670014058268e+05, 9.726271724968494e+04, 2.976304553089398e+02, 1.995166365280458e-01, 1.925517022453259e-01, 1.834682575915380e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1121, -3.082811219874054e-03, 6.981324775787460e-03, 1.138421173796986e+00, 7.853756060781821e+01, 2.390853561675506e-01, 2.458687122344715e+05, 9.726384278838722e+04, 2.976314393874974e+02, 1.994748779368973e-01, 1.929672215350568e-01, 1.834687250294998e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1122, -3.082811219874054e-03, 6.373150267826025e-03, 1.138430980488064e+00, 7.852122602482423e+01, 2.435066000450204e-01, 2.458704956061023e+05, 9.726501580317479e+04, 2.976324649693446e+02, 1.994313636135306e-01, 1.934002677469586e-01, 1.834692121807528e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1123, -3.082811219874054e-03, 5.817919603619862e-03, 1.138441159887606e+00, 7.850426074189349e+01, 2.474832661703089e-01, 2.458723462413803e+05, 9.726623340475680e+04, 2.976335295278736e+02, 1.993861670923443e-01, 1.938497742308386e-01, 1.834697178450628e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1124, -3.082811219874054e-03, 5.311020300440889e-03, 1.138451670454719e+00, 7.848670369631238e+01, 2.509121510775533e-01, 2.458742545061182e+05, 9.726749062495216e+04, 2.976346287189298e+02, 1.993393950890348e-01, 1.943139068648843e-01, 1.834702399588694e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1125, -3.082811219874054e-03, 4.848241379984925e-03, 1.138462452873762e+00, 7.846860173342270e+01, 2.536797621864313e-01, 2.458762060332577e+05, 9.726878036930901e+04, 2.976357563393416e+02, 1.992911780226074e-01, 1.947900465640400e-01, 1.834707755755968e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1126, -3.082811219874068e-03, 4.425738386397587e-03, 1.138473431664621e+00, 7.845000537216895e+01, 2.556640440454478e-01, 2.458781819084566e+05, 9.727009360964548e+04, 2.976369044952973e+02, 1.992416589467854e-01, 1.952748603609803e-01, 1.834713209456411e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1127, -3.082811219874054e-03, 4.040001449122171e-03, 1.138484518702828e+00, 7.843096500482520e+01, 2.567387883617395e-01, 2.458801594537655e+05, 9.727141980517832e+04, 2.976380639708589e+02, 1.991909832145801e-01, 1.957644568757247e-01, 1.834718716914218e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1128, -3.082811219874054e-03, 3.687826125256880e-03, 1.138495618161362e+00, 7.841152827793556e+01, 2.567803999707083e-01, 2.458821135161999e+05, 9.727274749394078e+04, 2.976392247458130e+02, 1.991392908740129e-01, 1.962546046515808e-01, 1.834724230533646e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1129, -3.082811219874054e-03, 3.366286779199605e-03, 1.138506632139574e+00, 7.839173906781211e+01, 2.556761317414957e-01, 2.458840180714682e+05, 9.727406496666622e+04, 2.976403765861439e+02, 1.990867129891701e-01, 1.967409809352245e-01, 1.834729701703769e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1130, -3.082811219874061e-03, 3.072712278436048e-03, 1.138517466202070e+00, 7.837163803904301e+01, 2.533325827112871e-01, 2.458858479107582e+05, 9.727536093012479e+04, 2.976415096256898e+02, 1.990333720045119e-01, 1.972194165631870e-01, 1.834735083561297e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1131, -3.082811219874054e-03, 2.804663803568311e-03, 1.138528034147609e+00, 7.835126445558524e+01, 2.496832376051467e-01, 2.458875801850313e+05, 9.727662507842119e+04, 2.976426148673939e+02, 1.989793854377832e-01, 1.976861068699417e-01, 1.834740333371464e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1132, -3.082811219874054e-03, 2.559914588244451e-03, 1.138538261582877e+00, 7.833065865704013e+01, 2.446940532346946e-01, 2.458891956391411e+05, 9.727784852118704e+04, 2.976436845590621e+02, 1.989248714825969e-01, 1.981377697652854e-01, 1.834745414312773e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1133, -3.082811219874068e-03, 2.336431420682105e-03, 1.138548088098807e+00, 7.830986460387352e+01, 2.383664821260679e-01, 2.458906794338216e+05, 9.727902404425666e+04, 2.976447124218519e+02, 1.988699550379743e-01, 1.985717419689579e-01, 1.834750296562238e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1134, -3.082811219874054e-03, 2.132357753113187e-03, 1.138557468097272e+00, 7.828893194575035e+01, 2.307377589677256e-01, 2.458920215317172e+05, 9.728014620839687e+04, 2.976456937360655e+02, 1.988147727651178e-01, 1.989860154591142e-01, 1.834754957702800e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1135, -3.082811219874054e-03, 1.945998278834383e-03, 1.138566370467953e+00, 7.826791725742811e+01, 2.218786535059894e-01, 2.458932166823780e+05, 9.728121130996030e+04, 2.976466253050680e+02, 1.987594762304841e-01, 1.993792229465444e-01, 1.834759382551875e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1136, -3.082811219874054e-03, 1.775804848739845e-03, 1.138574777406330e+00, 7.824688428059427e+01, 2.118891702189217e-01, 2.458942640820191e+05, 9.728221723834513e+04, 2.976475053280174e+02, 1.987042326736094e-01, 1.997505852525535e-01, 1.834763562556756e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1137, -3.082811219874054e-03, 1.620363610340236e-03, 1.138582682683771e+00, 7.822590319573378e+01, 2.008928243551363e-01, 2.458951668028791e+05, 9.728316326762443e+04, 2.976483332144421e+02, 1.986492234089680e-01, 2.000998343840187e-01, 1.834767494913837e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1138, -3.082811219874054e-03, 1.478383262427661e-03, 1.138590089652985e+00, 7.820504908605459e+01, 1.890301570850482e-01, 2.458959310884056e+05, 9.728404981644386e+04, 2.976491093709431e+02, 1.985946402279418e-01, 2.004271248938992e-01, 1.834771181555420e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1139, -3.082811219874047e-03, 1.348684327814175e-03, 1.138597009216420e+00, 7.818439983643215e+01, 1.764520961770536e-01, 2.458965655994384e+05, 9.728487820361422e+04, 2.976498349844458e+02, 1.985406803825560e-01, 2.007329436524655e-01, 1.834774628120168e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1140, -3.082811219874054e-03, 1.230189355029028e-03, 1.138603457919557e+00, 7.816403373696880e+01, 1.633136561051784e-01, 2.458970806786889e+05, 9.728565041893703e+04, 2.976505118194315e+02, 1.984875408108603e-01, 2.010180252421099e-01, 1.834777842989964e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1141, -3.082811219874054e-03, 1.121913967576877e-03, 1.138609456268417e+00, 7.814402704454220e+01, 1.497683340163792e-01, 2.458974876808065e+05, 9.728636892124440e+04, 2.976511420398446e+02, 1.984354122319741e-01, 2.012832773989859e-01, 1.834780836443988e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1142, -3.082811219874047e-03, 1.022958686400293e-03, 1.138615027318355e+00, 7.812445171153216e+01, 1.359634201076114e-01, 2.458977983964672e+05, 9.728703646931500e+04, 2.976517280606814e+02, 1.983844736338890e-01, 2.015297185916307e-01, 1.834783619953781e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1143, -3.082811219874054e-03, 9.325014576130039e-04, 1.138620195542234e+00, 7.810537343282485e+01, 1.220363190616366e-01, 2.458980245831199e+05, 9.728765598661361e+04, 2.976522724300410e+02, 1.983348875347603e-01, 2.017584280863553e-01, 1.834786205623010e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1144, -3.082811219874047e-03, 8.497908234294371e-04, 1.138624985960280e+00, 7.808685010287928e+01, 1.081118819439046e-01, 2.458981776030909e+05, 9.728823045766333e+04, 2.976527777395565e+02, 1.982867962511058e-01, 2.019705076906088e-01, 1.834788605762042e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1145, -3.082811219874054e-03, 7.741396795590752e-04, 1.138629423499066e+00, 7.806893072452804e+01, 9.430067798769826e-02, 2.458982681618214e+05, 9.728876285206799e+04, 2.976532465595279e+02, 1.982403192810229e-01, 2.021670537040243e-01, 1.834790832579831e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1146, -3.082811219874054e-03, 7.049195672064003e-04, 1.138633532541261e+00, 7.805165476485668e+01, 8.069809096124628e-02, 2.458983061340913e+05, 9.728925607150255e+04, 2.976536813944611e+02, 1.981955517937576e-01, 2.023491373486953e-01, 1.834792897972753e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1147, -3.082811219874068e-03, 6.415554522581239e-04, 1.138637336629025e+00, 7.803505187204712e+01, 6.738410063012011e-02, 2.458983004610359e+05, 9.728971291519931e+04, 2.976540846550266e+02, 1.981525640100602e-01, 2.025177920275738e-01, 1.834794813391420e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1148, -3.082811219874054e-03, 5.835209482867226e-04, 1.138640858287919e+00, 7.801914179145955e+01, 5.442360431045001e-02, 2.458982590967721e+05, 9.729013605992422e+04, 2.976544586428470e+02, 1.981114010656237e-01, 2.026740059322479e-01, 1.834796589768433e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1149, -3.082811219874054e-03, 5.303339436862363e-04, 1.138644118934210e+00, 7.800393465841607e+01, 4.186715223541706e-02, 2.458981890046985e+05, 9.729052804961553e+04, 2.976548055430447e+02, 1.980720838132612e-01, 2.028187182178283e-01, 1.834798237482987e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1150, -3.082811219874054e-03, 4.815525966134579e-04, 1.138647138816467e+00, 7.798943304506039e+01, 2.975200679284093e-02, 2.458980962801644e+05, 9.729089128762286e+04, 2.976551274157795e+02, 1.980346140705317e-01, 2.029528161377851e-01, 1.834799766320686e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1151, -3.082811219874054e-03, 4.367716644632230e-04, 1.138649936958133e+00, 7.797563754216135e+01, 1.810342147748343e-02, 2.458979865084212e+05, 9.729122802637405e+04, 2.976554261796593e+02, 1.979989888414127e-01, 2.030771312292506e-01, 1.834801185394755e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1152, -3.082811219874054e-03, 3.956191373855684e-04, 1.138652531135292e+00, 7.796255176294689e+01, 6.935857864615026e-03, 2.458978650969061e+05, 9.729154036287882e+04, 2.976557036038087e+02, 1.979652130558228e-01, 2.031924376530579e-01, 1.834802503108367e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1153, -3.082811219874054e-03, 3.577531478782079e-04, 1.138654937940603e+00, 7.795016680683001e+01, -3.746429217616650e-03, 2.458977362842415e+05, 9.729183026764887e+04, 2.976559613796431e+02, 1.979332601064504e-01, 2.032994628703124e-01, 1.834803727495568e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1154, -3.082811219874054e-03, 3.228591307813883e-04, 1.138657172858903e+00, 7.793839170659550e+01, -1.394993285076025e-02, 2.458975986024544e+05, 9.729209967347299e+04, 2.976562013727150e+02, 1.979028951612415e-01, 2.033989204158057e-01, 1.834804867417497e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1155, -3.082811219874068e-03, 2.906472100822282e-04, 1.138659250479767e+00, 7.792691849138116e+01, -2.369290319571962e-02, 2.458974359821135e+05, 9.729235060976764e+04, 2.976564259781841e+02, 1.978733323944133e-01, 2.034915594967300e-01, 1.834805934250804e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1156, -3.082811219874054e-03, 2.608497908198464e-04, 1.138661186527558e+00, 7.791509781887501e+01, -3.300378899294776e-02, 2.458972095166069e+05, 9.729258530991639e+04, 2.976566379185397e+02, 1.978429189252061e-01, 2.035782046195594e-01, 1.834806940926869e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1157, -3.082811219874047e-03, 2.332193360865297e-04, 1.138663006037050e+00, 7.790203727006772e+01, -4.191162404501858e-02, 2.458968641496897e+05, 9.729280619662194e+04, 2.976568380616061e+02, 1.978093837199510e-01, 2.036597501824200e-01, 1.834807891567752e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1158, -3.082811219874054e-03, 2.075263106576513e-04, 1.138664761643287e+00, 7.788724327895744e+01, -5.042242998539805e-02, 2.458963720894727e+05, 9.729301569339831e+04, 2.976570200627033e+02, 1.977714661472448e-01, 2.037370908829588e-01, 1.834808756037519e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1159, -3.082811219874054e-03, 1.835572741674993e-04, 1.138666555525722e+00, 7.787211598337899e+01, -5.847885027506343e-02, 2.458958341316097e+05, 9.729321589045490e+04, 2.976571636061130e+02, 1.977327100128036e-01, 2.038109983715169e-01, 1.834809437840579e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1160, -3.082811219874054e-03, 1.611131079903402e-04, 1.138668534431807e+00, 7.786243173181471e+01, -6.590673642419399e-02, 2.458956482908024e+05, 9.729340814399718e+04, 2.976572344801621e+02, 1.977077677238729e-01, 2.038819733234876e-01, 1.834809774478360e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1161, -3.082811219874054e-03, 1.400073610968834e-04, 1.138670798202454e+00, 7.787164952169353e+01, -7.236047160572491e-02, 2.458967351138048e+05, 9.729359269316614e+04, 2.976572073176401e+02, 1.977308039223011e-01, 2.039501040234371e-01, 1.834809645461731e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1162, -3.082811219874054e-03, 1.200647011445753e-04, 1.138673152844197e+00, 7.792455239003654e+01, -7.728626785912464e-02, 2.459007881988113e+05, 9.729376833878257e+04, 2.976571291616665e+02, 1.978647629906956e-01, 2.040149477659357e-01, 1.834809274236224e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
1163, -3.082811219874054e-03, 1.011194579345058e-04, 1.138674688513493e+00, 7.806045362873691e+01, -7.992875824099092e-02, 2.459105033585037e+05, 9.729393239463164e+04, 2.976572296335206e+02, 1.982095468684159e-01, 2.040755128711126e-01, 1.834809751457768e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
