"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
719, -1.167465252307966e-02, 2.083712106220784e-02, 1.138333903573832e+00, 7.868283431774877e+01, 1.290967135244722e-01, 2.458528381106809e+05, 9.725340429594534e+04, 2.976223125900999e+02, 1.998615820102880e-01, 1.891136046345311e-01, 1.834643897659413e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
720, -1.167465252307965e-02, 1.902244265454321e-02, 1.138340340501109e+00, 7.867210817738415e+01, 1.279137912948468e-01, 2.458540060414370e+05, 9.725417421135325e+04, 2.976229857779409e+02, 1.998329758051794e-01, 1.893978371560796e-01, 1.834647095349372e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
721, -1.167465252307965e-02, 1.736578989972257e-02, 1.138346605886649e+00, 7.866165481372117e+01, 1.263390484840169e-01, 2.458551420062661e+05, 9.725492360992862e+04, 2.976236410217175e+02, 1.998050974280002e-01, 1.896744954025981e-01, 1.834650207800381e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
722, -1.167465252307965e-02, 1.585340044146649e-02, 1.138352703364792e+00, 7.865146761652933e+01, 1.243287710973916e-01, 2.458562466155663e+05, 9.725565292651375e+04, 2.976242787025338e+02, 1.997779291771231e-01, 1.899437399064320e-01, 1.834653236822980e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
723, -1.167465252307965e-02, 1.447271036588465e-02, 1.138358620220837e+00, 7.864156841101693e+01, 1.218523104495358e-01, 2.458573175961614e+05, 9.725636064009520e+04, 2.976248974906035e+02, 1.997515291019994e-01, 1.902050091494170e-01, 1.834656176100871e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
724, -1.167465252307965e-02, 1.321224982893383e-02, 1.138364332615292e+00, 7.863199897710146e+01, 1.188949695517081e-01, 2.458583507551004e+05, 9.725704389903464e+04, 2.976254948927856e+02, 1.997260083685459e-01, 1.904572503816781e-01, 1.834659013791788e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
725, -1.167465252307965e-02, 1.206154777267193e-02, 1.138369810041597e+00, 7.862281392642576e+01, 1.154597870998360e-01, 2.458593408091592e+05, 9.725769905420268e+04, 2.976260677186518e+02, 1.997015122282933e-01, 1.906991164405988e-01, 1.834661734741350e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
726, -1.167465252307965e-02, 1.101104493875491e-02, 1.138375019360900e+00, 7.861407399148564e+01, 1.115680983922529e-01, 2.458602821177603e+05, 9.725832214160374e+04, 2.976266125025349e+02, 1.996782021155275e-01, 1.909291439232662e-01, 1.834664322487826e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
727, -1.167465252307965e-02, 1.005201445655111e-02, 1.138379928374937e+00, 7.860583981621788e+01, 1.072587955547943e-01, 2.458611693136354e+05, 9.725890930973564e+04, 2.976271258771910e+02, 1.996562391078425e-01, 1.911459109563531e-01, 1.834666761037042e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
728, -1.167465252307965e-02, 9.176489346172644e-03, 1.138384508841571e+00, 7.859816639211026e+01, 1.025863389656364e-01, 2.458619978129072e+05, 9.725945718029657e+04, 2.976276048891859e+02, 1.996357691375784e-01, 1.913481703596765e-01, 1.834669036360462e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
729, -1.167465252307965e-02, 8.377196334167626e-03, 1.138388738802149e+00, 7.859109842556771e+01, 9.761769926310547e-02, 2.458627641854665e+05, 9.725996312657994e+04, 2.976280472423067e+02, 1.996169107100036e-01, 1.915349524222419e-01, 1.834671137551393e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
730, -1.167465252307965e-02, 7.647495432058804e-03, 1.138392604127259e+00, 7.858466690420123e+01, 9.242852849502137e-02, 2.458634663763944e+05, 9.726042545838490e+04, 2.976284514592365e+02, 1.995997458308889e-01, 1.917056331663387e-01, 1.834673057592918e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
731, -1.167465252307965e-02, 6.981324775787451e-03, 1.138396099251470e+00, 7.857888704393154e+01, 8.709893359311989e-02, 2.458641037822127e+05, 9.726084350991450e+04, 2.976288169583995e+02, 1.995843146147366e-01, 1.918599667972474e-01, 1.834674793722896e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
732, -1.167465252307965e-02, 6.373150267826018e-03, 1.138399227142663e+00, 7.857375766046830e+01, 8.170924441997525e-02, 2.458646771984759e+05, 9.726121763611946e+04, 2.976291440507549e+02, 1.995706136771277e-01, 1.919980843534353e-01, 1.834676347418720e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
733, -1.167465252307965e-02, 5.817919603619854e-03, 1.138401998619469e+00, 7.856926185839906e+01, 7.633613404229997e-02, 2.458651886649561e+05, 9.726154913105590e+04, 2.976294338683923e+02, 1.995585980175276e-01, 1.921204635663942e-01, 1.834677724058128e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
734, -1.167465252307965e-02, 5.311020300440884e-03, 1.138404431178923e+00, 7.856536880315660e+01, 7.104937363435707e-02, 2.458656412402861e+05, 9.726184008765098e+04, 2.976296882418902e+02, 1.995481857624951e-01, 1.922278770897909e-01, 1.834678932336647e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
735, -1.167465252307965e-02, 4.848241379984918e-03, 1.138406547519786e+00, 7.856203626021468e+01, 6.590940599531148e-02, 2.458660387392656e+05, 9.726209322105876e+04, 2.976299095458334e+02, 1.995392649278117e-01, 1.923213272871002e-01, 1.834679983533801e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
736, -1.167465252307965e-02, 4.425738386397580e-03, 1.138408373944622e+00, 7.855921356042546e+01, 6.096581731063144e-02, 2.458663854635934e+05, 9.726231167750868e+04, 2.976301005316438e+02, 1.995317012932565e-01, 1.924019756634938e-01, 1.834680890719051e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
737, -1.167465252307965e-02, 4.040001449122166e-03, 1.138409938800014e+00, 7.855684467412370e+01, 5.625669056669619e-02, 2.458666859513995e+05, 9.726249884771531e+04, 2.976302641644054e+02, 1.995253465486437e-01, 1.924710739816225e-01, 1.834681667976714e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
738, -1.167465252307965e-02, 3.687826125256873e-03, 1.138411271076435e+00, 7.855487113443274e+01, 5.180874594542333e-02, 2.458669447637180e+05, 9.726265819938862e+04, 2.976304034763988e+02, 1.995200460245677e-01, 1.925299024288165e-01, 1.834682329710262e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
739, -1.167465252307965e-02, 3.366286779199599e-03, 1.138412399245664e+00, 7.855323462344518e+01, 4.763811926177639e-02, 2.458671663181427e+05, 9.726279313816095e+04, 2.976305214454916e+02, 1.995156455167748e-01, 1.925797182749731e-01, 1.834682890064671e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
740, -1.167465252307965e-02, 3.072712278436041e-03, 1.138413350371277e+00, 7.855187910885572e+01, 4.375160085514521e-02, 2.458673547724636e+05, 9.726290690118751e+04, 2.976306209021168e+02, 1.995119969100975e-01, 1.926217165926652e-01, 1.834683362484584e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
741, -1.167465252307966e-02, 2.804663803568305e-03, 1.138414149492587e+00, 7.855075248317983e+01, 4.014815265979527e-02, 2.458675139550770e+05, 9.726300248345755e+04, 2.976307044648574e+02, 1.995089624797041e-01, 1.926570030531618e-01, 1.834683759408336e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
742, -1.167465252307965e-02, 2.559914588244447e-03, 1.138414819256764e+00, 7.854980770682195e+01, 3.682053602107609e-02, 2.458676473347731e+05, 9.726308259379820e+04, 2.976307745020035e+02, 1.995064178779623e-01, 1.926865776842090e-01, 1.834684092085353e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
743, -1.167465252307966e-02, 2.336431420682100e-03, 1.138415379758609e+00, 7.854900349253180e+01, 3.375691130745221e-02, 2.458677580204628e+05, 9.726314963571892e+04, 2.976308331148329e+02, 1.995042539108603e-01, 1.927113277982848e-01, 1.834684370496743e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
744, -1.167465252307965e-02, 2.132357753113183e-03, 1.138415848541257e+00, 7.854830459041945e+01, 3.094230603087223e-02, 2.458678487810636e+05, 9.726320570750492e+04, 2.976308821377201e+02, 1.995023772643580e-01, 1.927320280271156e-01, 1.834684603355814e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
745, -1.167465252307965e-02, 1.945998278834379e-03, 1.138416240711746e+00, 7.854768174442430e+01, 2.835988509811415e-02, 2.458679220767798e+05, 9.726325261605052e+04, 2.976309231502563e+02, 1.995007103707583e-01, 1.927493454285608e-01, 1.834684798165644e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
746, -1.167465252307965e-02, 1.775804848739842e-03, 1.138416569130561e+00, 7.854711139491087e+01, 2.599199044570234e-02, 2.458679800947947e+05, 9.726329189953880e+04, 2.976309574970988e+02, 1.994991906137205e-01, 1.927638478593661e-01, 1.834684961313374e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
747, -1.167465252307965e-02, 1.620363610340233e-03, 1.138416844641670e+00, 7.854657519963891e+01, 2.382094480052355e-02, 2.458680247844311e+05, 9.726332485496131e+04, 2.976309863120449e+02, 1.994977690627801e-01, 1.927760141347001e-01, 1.834685098184552e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
748, -1.167465252307965e-02, 1.478383262427658e-03, 1.138417076317562e+00, 7.854605943904846e+01, 2.182963435828794e-02, 2.458680578887757e+05, 9.726335256743159e+04, 2.976310105436704e+02, 1.994964089104798e-01, 1.927862448499531e-01, 1.834685213284922e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
749, -1.167465252307964e-02, 1.348684327814172e-03, 1.138417271701324e+00, 7.854555436274167e+01, 2.000189788120213e-02, 2.458680809713606e+05, 9.726337593914123e+04, 2.976310309806476e+02, 1.994950837605690e-01, 1.927948730705290e-01, 1.834685310360687e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
750, -1.167465252307965e-02, 1.230189355029025e-03, 1.138417437034106e+00, 7.854505352363262e+01, 1.832275600969767e-02, 2.458680954376579e+05, 9.726339571656627e+04, 2.976310482755327e+02, 1.994937758878962e-01, 1.928021743757521e-01, 1.834685392511492e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
751, -1.167465252307965e-02, 1.121913967576873e-03, 1.138417577461329e+00, 7.854455313547747e+01, 1.677851590592385e-02, 2.458681025518836e+05, 9.726341251513109e+04, 2.976310629663258e+02, 1.994924745621834e-01, 1.928083759641171e-01, 1.834685462292844e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
752, -1.167465252307964e-02, 1.022958686400290e-03, 1.138417697214677e+00, 7.854405147919999e+01, 1.535678419036613e-02, 2.458681034499877e+05, 9.726342684097448e+04, 2.976310754954957e+02, 1.994911745009172e-01, 1.928136646887613e-01, 1.834685521806471e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
753, -1.167465252307965e-02, 9.325014576130013e-04, 1.138417799769424e+00, 7.854354837420810e+01, 1.404641692241799e-02, 2.458680991498141e+05, 9.726343910976504e+04, 2.976310862264262e+02, 1.994898744926078e-01, 1.928181940035918e-01, 1.834685572778450e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
754, -1.167465252307964e-02, 8.497908234294346e-04, 1.138417887978243e+00, 7.854304472284601e+01, 1.283743020466977e-02, 2.458680905593383e+05, 9.726344966270537e+04, 2.976310954574045e+02, 1.994885762108671e-01, 1.928220898716456e-01, 1.834685616625649e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
755, -1.167465252307965e-02, 7.741396795590730e-04, 1.138417964183585e+00, 7.854254212912618e+01, 1.172088969909026e-02, 2.458680784836764e+05, 9.726345877997196e+04, 2.976311034333693e+02, 1.994872832217741e-01, 1.928254557267051e-01, 1.834685654511524e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
756, -1.167465252307965e-02, 7.049195672063986e-04, 1.138418030311118e+00, 7.854204258777817e+01, 1.068879245482034e-02, 2.458680636313321e+05, 9.726346669189114e+04, 2.976311103556787e+02, 1.994860001739218e-01, 1.928283765992004e-01, 1.834685687392531e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
757, -1.167465252307966e-02, 6.415554522581220e-04, 1.138418087946847e+00, 7.854154824187589e+01, 9.733950301451686e-03, 2.458680466203221e+05, 9.726347358815595e+04, 2.976311163901543e+02, 1.994847321661776e-01, 1.928309225188110e-01, 1.834685716056322e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
758, -1.167465252307965e-02, 5.835209482867209e-04, 1.138418138400219e+00, 7.854106122284730e+01, 8.849880802894356e-03, 2.458680279858096e+05, 9.726347962535918e+04, 2.976311216736327e+02, 1.994834843277181e-01, 1.928331512954790e-01, 1.834685741152871e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
759, -1.167465252307965e-02, 5.303339436862345e-04, 1.138418182755117e+00, 7.854058359347839e+01, 8.030709111797834e-03, 2.458680081912736e+05, 9.726348493308527e+04, 2.976311263192759e+02, 1.994822616622603e-01, 1.928351107683725e-01, 1.834685763219701e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
760, -1.167465252307965e-02, 4.815525966134565e-04, 1.138418221910767e+00, 7.854011732887085e+01, 7.271081158900908e-03, 2.458679876394467e+05, 9.726348961885269e+04, 2.976311304209993e+02, 1.994810689908060e-01, 1.928368406304776e-01, 1.834685782702909e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
761, -1.167465252307965e-02, 4.367716644632216e-04, 1.138418256615936e+00, 7.853966402663806e+01, 6.566085215381594e-03, 2.458679666628121e+05, 9.726349377234443e+04, 2.976311340574781e+02, 1.994799102080506e-01, 1.928383739904005e-01, 1.834685799976201e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
762, -1.167465252307965e-02, 3.956191373855672e-04, 1.138418287500785e+00, 7.853922384910653e+01, 5.911178146069805e-03, 2.458679454604700e+05, 9.726349746937730e+04, 2.976311372959645e+02, 1.994787855886997e-01, 1.928397388377107e-01, 1.834685815359029e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
763, -1.167465252307965e-02, 3.577531478782068e-04, 1.138418315108314e+00, 7.853879368859384e+01, 5.302121160885833e-03, 2.458679239808026e+05, 9.726350077562862e+04, 2.976311401954712e+02, 1.994776871208213e-01, 1.928409594187528e-01, 1.834685829131700e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
764, -1.167465252307965e-02, 3.228591307813872e-04, 1.138418339920613e+00, 7.853836620586651e+01, 4.734950001182450e-03, 2.458679018619487e+05, 9.726350374938414e+04, 2.976311428083167e+02, 1.994765960584414e-01, 1.928420572510862e-01, 1.834685841542730e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
765, -1.167465252307966e-02, 2.906472100822274e-04, 1.138418362369844e+00, 7.853793356102967e+01, 4.206024008093164e-03, 2.458678786909135e+05, 9.726350644223450e+04, 2.976311451793849e+02, 1.994754923957360e-01, 1.928430513806250e-01, 1.834685852805315e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
766, -1.167465252307965e-02, 2.608497908198455e-04, 1.138418382827461e+00, 7.853750027759718e+01, 3.712192071114843e-03, 2.458678548868694e+05, 9.726350889739771e+04, 2.976311473438117e+02, 1.994743875425961e-01, 1.928439577623163e-01, 1.834685863086353e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
767, -1.167465252307964e-02, 2.332193360865288e-04, 1.138418401577723e+00, 7.853710678740444e+01, 3.251063110321432e-03, 2.458678333183290e+05, 9.726351114684726e+04, 2.976311493251199e+02, 1.994733841306591e-01, 1.928447881999346e-01, 1.834685872497577e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
768, -1.167465252307965e-02, 2.075263106576505e-04, 1.138418418793663e+00, 7.853685908696077e+01, 2.821286966149943e-03, 2.458678213445774e+05, 9.726351320951594e+04, 2.976311511360067e+02, 1.994727513402159e-01, 1.928455496829657e-01, 1.834685881099299e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
769, -1.167465252307965e-02, 1.835572741674987e-04, 1.138418434535227e+00, 7.853695371046312e+01, 2.422681873178569e-03, 2.458678325418466e+05, 9.726351509263024e+04, 2.976311527829129e+02, 1.994729883269075e-01, 1.928462448792471e-01, 1.834685888922111e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
770, -1.167465252307965e-02, 1.611131079903396e-04, 1.138418448780364e+00, 7.853768490422488e+01, 2.056035657583244e-03, 2.458678872116545e+05, 9.726351679693566e+04, 2.976311542738849e+02, 1.994748424355900e-01, 1.928468740639852e-01, 1.834685896004236e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
771, -1.167465252307965e-02, 1.400073610968828e-04, 1.138418461489923e+00, 7.853942452046826e+01, 1.722483326634605e-03, 2.458680110162513e+05, 9.726351832521537e+04, 2.976311556276750e+02, 1.994792581188331e-01, 1.928474382646639e-01, 1.834685902434745e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
772, -1.167465252307965e-02, 1.200647011445748e-04, 1.138418472701536e+00, 7.854257324645259e+01, 1.422515924504159e-03, 2.458682316423074e+05, 9.726351969256501e+04, 2.976311568806383e+02, 1.994872530468474e-01, 1.928479430541940e-01, 1.834685908386328e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
773, -1.167465252307965e-02, 1.011194579345054e-04, 1.138418482639312e+00, 7.854748958561206e+01, 1.154880047611010e-03, 2.458685739286706e+05, 9.726352093582631e+04, 2.976311580869204e+02, 1.994997377101339e-01, 1.928484020335711e-01, 1.834685914116173e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
774, -1.167465252307965e-02, 8.301424713486445e-05, 1.138418491756716e+00, 7.855440322954570e+01, 9.158665163987086e-04, 2.458690538929421e+05, 9.726352211355894e+04, 2.976311593071617e+02, 1.995172953926679e-01, 1.928488368214859e-01, 1.834685919912326e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
775, -1.167465252307965e-02, 6.559866283782712e-05, 1.138418500552290e+00, 7.856330317265011e+01, 6.996776505568307e-04, 2.458696709502652e+05, 9.726352328155172e+04, 2.976311605817389e+02, 1.995398980399125e-01, 1.928492680137065e-01, 1.834685925966573e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
776, -1.167465252307965e-02, 4.872802808848379e-05, 1.138418508598736e+00, 7.857375429385569e+01, 5.005548060199875e-04, 2.458703950064307e+05, 9.726352439595932e+04, 2.976311618881967e+02, 1.995664405864120e-01, 1.928496794236852e-01, 1.834685932172255e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
777, -1.167465252307965e-02, 3.226219300605689e-05, 1.138418513763536e+00, 7.858457597982320e+01, 3.160357405784022e-04, 2.458711440457103e+05, 9.726352523052582e+04, 2.976311630917120e+02, 1.995939248566939e-01, 1.928499875236888e-01, 1.834685937888958e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
778, -1.167465252307965e-02, 1.606437051299839e-05, 1.138418509985768e+00, 7.859347027742277e+01, 1.489741601361452e-04, 2.458717579375894e+05, 9.726352518186561e+04, 2.976311639304791e+02, 1.996165155190179e-01, 1.928499695596198e-01, 1.834685941873106e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
779, -1.167465252307965e-02, 0.000000000000000e+00, 1.138418505261116e+00, 7.859749191233439e+01, -2.401363071747930e-06, 2.458720347313803e+05, 9.726352483473017e+04, 2.976311641034533e+02, 1.996267306841130e-01, 1.928498414063431e-01, 1.834685942694734e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
780, -9.839955150778746e-03, 3.000000000000000e-02, 1.138305669261232e+00, 7.872967899488857e+01, 1.405077815697092e-01, 2.458477057245693e+05, 9.725002822211008e+04, 2.976193627802452e+02, 1.999865724167152e-01, 1.878672469577493e-01, 1.834629885812114e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
781, -9.839955150778741e-03, 2.738738867686237e-02, 1.138313166617317e+00, 7.871731571183827e+01, 1.403439771454349e-01, 2.458490721083927e+05, 9.725092396476502e+04, 2.976201438180336e+02, 1.999535876177620e-01, 1.881979315899258e-01, 1.834633595814496e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
782, -9.839955150778755e-03, 2.500229334911765e-02, 1.138320477259121e+00, 7.870517026348270e+01, 1.403556717658559e-01, 2.458504008521771e+05, 9.725179838135767e+04, 2.976209083987181e+02, 1.999211957776615e-01, 1.885207432007294e-01, 1.834637227639519e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
783, -9.839955150778755e-03, 2.282490024977981e-02, 1.138327470133707e+00, 7.869355001916077e+01, 1.403270847343511e-01, 2.458516718015424e+05, 9.725263479913361e+04, 2.976216397639389e+02, 1.998902052763376e-01, 1.888295266476870e-01, 1.834640701683950e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
784, -9.839955150778748e-03, 2.083712106220785e-02, 1.138334271279164e+00, 7.868224040010084e+01, 1.401679393570996e-01, 2.458529074431294e+05, 9.725344827733788e+04, 2.976223510471654e+02, 1.998600440569784e-01, 1.891298414080474e-01, 1.834644080333294e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
785, -9.839955150778748e-03, 1.902244265454321e-02, 1.138340948331153e+00, 7.867112621877357e+01, 1.397893145527050e-01, 2.458541198795211e+05, 9.725424691424474e+04, 2.976230493483533e+02, 1.998304048434897e-01, 1.894246771516921e-01, 1.834647397313154e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
786, -9.839955150778755e-03, 1.736578989972258e-02, 1.138347539941447e+00, 7.866014192988155e+01, 1.391096254381934e-01, 2.458553160309134e+05, 9.725503533291604e+04, 2.976237387100371e+02, 1.998011126252164e-01, 1.897157405914893e-01, 1.834650671826035e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
787, -9.839955150778748e-03, 1.585340044146649e-02, 1.138354059908356e+00, 7.864926246272346e+01, 1.380546055174152e-01, 2.458564982462371e+05, 9.725581518398086e+04, 2.976244205762302e+02, 1.997721004887141e-01, 1.900036410962787e-01, 1.834653910731224e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
788, -9.839955150778748e-03, 1.447271036588465e-02, 1.138360502745522e+00, 7.863849535216009e+01, 1.365600901483829e-01, 2.458576654082851e+05, 9.725658581108903e+04, 2.976250943730359e+02, 1.997433884702129e-01, 1.902881363588446e-01, 1.834657111302800e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
789, -9.839955150778748e-03, 1.321224982893383e-02, 1.138366848032935e+00, 7.862787382003241e+01, 1.345750006816464e-01, 2.458588137462323e+05, 9.725734477167838e+04, 2.976257579648359e+02, 1.997150650798349e-01, 1.905683246494689e-01, 1.834660263396604e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
790, -9.839955150778748e-03, 1.206154777267194e-02, 1.138373064090800e+00, 7.861745120698203e+01, 1.320640748202399e-01, 2.458599375399220e+05, 9.725808827634560e+04, 2.976264080383965e+02, 1.996872723969761e-01, 1.908428070200951e-01, 1.834663351274794e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
791, -9.839955150778748e-03, 1.101104493875491e-02, 1.138379111544442e+00, 7.860729545650395e+01, 1.290100988299643e-01, 2.458610297958501e+05, 9.725881161525498e+04, 2.976270404757669e+02, 1.996601913165903e-01, 1.911098447232397e-01, 1.834666355377158e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
792, -9.839955150778748e-03, 1.005201445655111e-02, 1.138384946854164e+00, 7.859748352944656e+01, 1.254153385661119e-01, 2.458620829080950e+05, 9.725950958034277e+04, 2.976276507234439e+02, 1.996340266191523e-01, 1.913675150787305e-01, 1.834669254074668e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
793, -9.839955150778748e-03, 9.176489346172642e-03, 1.138390525777720e+00, 7.858809572441010e+01, 1.213019367839566e-01, 2.458630892929302e+05, 9.726017687947144e+04, 2.976282341544922e+02, 1.996089918073865e-01, 1.916138643685622e-01, 1.834672025389569e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
794, -9.839955150778748e-03, 8.377196334167629e-03, 1.138395806611800e+00, 7.857921011739558e+01, 1.167111289392135e-01, 2.458640419662686e+05, 9.726080852416162e+04, 2.976287864075587e+02, 1.995852942839362e-01, 1.918470509773319e-01, 1.834674648605694e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
